caribbean_genre,afrobeats,highlife,juju,kora
calypso_soca,-0.0543513492246492,-0.5108885540365713,0.0506634879121883,-0.8123469051155698
compas,-0.2119054092798937,-0.0561452484012434,0.0202592927252747,0.2360752670917361
reggae_dancehall,-0.2352437547435202,-0.2803890312962294,-0.370353609795456,-0.0456389060090713
zouk,0.2227110452993864,0.0283849869371657,0.1715921779084736,-0.3595460942683151
