Caribbean Genre,Feature,Dimension,Mean (Caribbean),Mean (West African),"p (Dunn's, adj.)",Significant,Direction
reggae_dancehall,chroma_F#,—,0.461,0.454,1.0,No,reggae_dancehall higher
reggae_dancehall,chroma_F#,—,0.461,0.505,1.0,No,juju higher
reggae_dancehall,chroma_F#,—,0.461,0.423,1.0,No,reggae_dancehall higher
reggae_dancehall,chroma_F#,—,0.461,0.492,1.0,No,afrobeats higher
reggae_dancehall,mfcc_11_mean,—,-1.569,-2.597,1.0,No,reggae_dancehall higher
reggae_dancehall,mfcc_11_mean,—,-1.569,-3.138,1.0,No,reggae_dancehall higher
reggae_dancehall,mfcc_11_mean,—,-1.569,-2.685,1.0,No,reggae_dancehall higher
reggae_dancehall,chroma_C,—,0.455,0.498,1.0,No,highlife higher
reggae_dancehall,chroma_C,—,0.455,0.406,1.0,No,reggae_dancehall higher
reggae_dancehall,chroma_C,—,0.455,0.479,1.0,No,afrobeats higher
zouk,chroma_A#,—,0.546,0.345,0.0,Yes,zouk higher
zouk,chroma_G,—,0.591,0.405,3.1e-05,Yes,zouk higher
zouk,spectral_centroid_mean,Timbre,2423.499,1739.396,0.000161,Yes,zouk higher
zouk,mfcc_2_mean,—,86.521,116.355,0.000385,Yes,kora higher
zouk,chroma_G#,—,0.521,0.374,0.000914,Yes,zouk higher
zouk,textural_grain_mean,—,0.023,0.011,0.001256,Yes,zouk higher
zouk,chroma_D#,—,0.477,0.348,0.001816,Yes,zouk higher
zouk,spectral_bandwidth_mean,Timbre,2642.2,2181.466,0.003536,Yes,zouk higher
zouk,chroma_F,—,0.561,0.437,0.005116,Yes,zouk higher
zouk,mfcc_9_mean,—,-3.397,-7.963,0.008454,Yes,zouk higher
zouk,chroma_A#,—,0.546,0.436,0.008533,Yes,zouk higher
zouk,chroma_F#,—,0.544,0.423,0.011049,Yes,zouk higher
zouk,chroma_C,—,0.525,0.406,0.02108,Yes,zouk higher
zouk,rms_std,—,0.083,0.108,0.025583,Yes,afrobeats higher
zouk,chroma_C#,—,0.46,0.366,0.030629,Yes,zouk higher
zouk,chroma_D,—,0.496,0.391,0.042419,Yes,zouk higher
zouk,chroma_G,—,0.591,0.488,0.109641,No,zouk higher
zouk,chroma_F#,—,0.544,0.454,0.172314,No,zouk higher
zouk,onsets_per_second,—,4.992,5.663,0.223433,No,juju higher
zouk,spectral_flux_mean,—,1.748,1.898,0.291661,No,afrobeats higher
zouk,chroma_G#,—,0.521,0.455,0.334785,No,zouk higher
zouk,mfcc_1_mean,—,-86.445,-150.382,0.360846,No,zouk higher
zouk,chroma_F,—,0.561,0.474,0.480644,No,zouk higher
zouk,mfcc_9_mean,—,-3.397,-6.133,0.632651,No,zouk higher
zouk,chroma_D#,—,0.477,0.415,0.659889,No,zouk higher
zouk,chroma_F,—,0.561,0.482,0.684369,No,zouk higher
zouk,chroma_E,—,0.51,0.428,0.699185,No,zouk higher
zouk,rms_std,—,0.083,0.067,0.930316,No,zouk higher
zouk,chroma_C#,—,0.46,0.536,0.946534,No,juju higher
zouk,mean_beat_strength,—,6.371,6.716,1.0,No,highlife higher
zouk,mean_beat_strength,—,6.371,6.242,1.0,No,zouk higher
zouk,mean_beat_strength,—,6.371,5.345,1.0,No,zouk higher
zouk,mean_beat_strength,—,6.371,6.889,1.0,No,afrobeats higher
zouk,rms_mean,Dynamics,0.212,0.196,1.0,No,zouk higher
zouk,rms_mean,Dynamics,0.212,0.207,1.0,No,zouk higher
zouk,rms_mean,Dynamics,0.212,0.18,1.0,No,zouk higher
zouk,rms_mean,Dynamics,0.212,0.237,1.0,No,afrobeats higher
zouk,rms_std,—,0.083,0.07,1.0,No,zouk higher
zouk,rms_std,—,0.083,0.077,1.0,No,zouk higher
zouk,lufs_integrated,Dynamics,-14.6,-14.951,1.0,No,zouk higher
zouk,lufs_integrated,Dynamics,-14.6,-14.969,1.0,No,zouk higher
zouk,lufs_integrated,Dynamics,-14.6,-16.703,1.0,No,zouk higher
zouk,lufs_integrated,Dynamics,-14.6,-13.813,1.0,No,afrobeats higher
zouk,spectral_centroid_mean,Timbre,2423.499,2215.509,1.0,No,zouk higher
zouk,spectral_centroid_mean,Timbre,2423.499,2229.862,1.0,No,zouk higher
zouk,spectral_centroid_mean,Timbre,2423.499,2336.712,1.0,No,zouk higher
zouk,spectral_flux_mean,—,1.748,1.804,1.0,No,highlife higher
zouk,spectral_flux_mean,—,1.748,1.865,1.0,No,juju higher
zouk,spectral_flux_mean,—,1.748,1.563,1.0,No,zouk higher
zouk,mfcc_1_mean,—,-86.445,-102.712,1.0,No,zouk higher
zouk,mfcc_1_mean,—,-86.445,-103.536,1.0,No,zouk higher
zouk,mfcc_1_mean,—,-86.445,-92.836,1.0,No,zouk higher
zouk,mfcc_2_mean,—,86.521,96.191,1.0,No,highlife higher
zouk,mfcc_2_mean,—,86.521,95.37,1.0,No,juju higher
zouk,mfcc_2_mean,—,86.521,91.258,1.0,No,afrobeats higher
zouk,onsets_per_second,—,4.992,5.369,1.0,No,highlife higher
zouk,onsets_per_second,—,4.992,5.12,1.0,No,kora higher
zouk,onsets_per_second,—,4.992,4.687,1.0,No,zouk higher
zouk,textural_grain_mean,—,0.023,0.019,1.0,No,zouk higher
zouk,textural_grain_mean,—,0.023,0.02,1.0,No,zouk higher
zouk,textural_grain_mean,—,0.023,0.021,1.0,No,zouk higher
zouk,chroma_D#,—,0.477,0.54,1.0,No,juju higher
zouk,chroma_D#,—,0.477,0.453,1.0,No,zouk higher
zouk,chroma_G#,—,0.521,0.527,1.0,No,juju higher
zouk,chroma_G#,—,0.521,0.506,1.0,No,zouk higher
zouk,chroma_A#,—,0.546,0.483,1.0,No,zouk higher
zouk,chroma_A#,—,0.546,0.505,1.0,No,zouk higher
zouk,mfcc_9_mean,—,-3.397,-4.049,1.0,No,zouk higher
zouk,mfcc_9_mean,—,-3.397,-5.027,1.0,No,zouk higher
zouk,chroma_G,—,0.591,0.535,1.0,No,zouk higher
zouk,chroma_G,—,0.591,0.56,1.0,No,zouk higher
zouk,mean_ibi_sec,Duration,0.542,0.534,1.0,No,zouk higher
zouk,mean_ibi_sec,Duration,0.542,0.498,1.0,No,zouk higher
zouk,mean_ibi_sec,Duration,0.542,0.506,1.0,No,zouk higher
zouk,mean_ibi_sec,Duration,0.542,0.527,1.0,No,zouk higher
zouk,tempo_bpm,Tempo,113.945,114.17,1.0,No,highlife higher
zouk,tempo_bpm,Tempo,113.945,122.341,1.0,No,juju higher
zouk,tempo_bpm,Tempo,113.945,123.678,1.0,No,kora higher
zouk,tempo_bpm,Tempo,113.945,115.843,1.0,No,afrobeats higher
zouk,beat_count,Duration,54.842,54.467,1.0,No,zouk higher
zouk,beat_count,Duration,54.842,59.172,1.0,No,juju higher
zouk,beat_count,Duration,54.842,59.767,1.0,No,kora higher
zouk,beat_count,Duration,54.842,56.167,1.0,No,afrobeats higher
zouk,spectral_bandwidth_mean,Timbre,2642.2,2464.323,1.0,No,zouk higher
zouk,spectral_bandwidth_mean,Timbre,2642.2,2479.043,1.0,No,zouk higher
zouk,spectral_bandwidth_mean,Timbre,2642.2,2614.208,1.0,No,zouk higher
zouk,chroma_C#,—,0.46,0.435,1.0,No,zouk higher
zouk,chroma_C#,—,0.46,0.476,1.0,No,afrobeats higher
zouk,mfcc_12_mean,—,0.918,1.225,1.0,No,highlife higher
zouk,mfcc_12_mean,—,0.918,2.099,1.0,No,juju higher
zouk,mfcc_12_mean,—,0.918,-0.162,1.0,No,zouk higher
zouk,mfcc_12_mean,—,0.918,0.261,1.0,No,zouk higher
zouk,dynamic_range_db,Dynamics,32.881,54.111,1.0,No,highlife higher
zouk,dynamic_range_db,Dynamics,32.881,40.823,1.0,No,juju higher
zouk,dynamic_range_db,Dynamics,32.881,39.1,1.0,No,kora higher
zouk,dynamic_range_db,Dynamics,32.881,40.508,1.0,No,afrobeats higher
zouk,chroma_F,—,0.561,0.519,1.0,No,zouk higher
zouk,ssm_mean_affinity,—,0.019,0.02,1.0,No,highlife higher
zouk,ssm_mean_affinity,—,0.019,0.019,1.0,No,zouk higher
zouk,ssm_mean_affinity,—,0.019,0.019,1.0,No,zouk higher
zouk,ssm_mean_affinity,—,0.019,0.019,1.0,No,afrobeats higher
zouk,chroma_D,—,0.496,0.442,1.0,No,zouk higher
zouk,chroma_D,—,0.496,0.548,1.0,No,juju higher
zouk,chroma_D,—,0.496,0.498,1.0,No,afrobeats higher
zouk,ibi_std_sec,—,0.022,0.02,1.0,No,zouk higher
zouk,ibi_std_sec,—,0.022,0.018,1.0,No,zouk higher
zouk,ibi_std_sec,—,0.022,0.022,1.0,No,kora higher
zouk,ibi_std_sec,—,0.022,0.027,1.0,No,afrobeats higher
zouk,chroma_E,—,0.51,0.445,1.0,No,zouk higher
zouk,chroma_E,—,0.51,0.522,1.0,No,juju higher
zouk,chroma_E,—,0.51,0.495,1.0,No,zouk higher
zouk,chroma_F#,—,0.544,0.505,1.0,No,zouk higher
zouk,chroma_F#,—,0.544,0.492,1.0,No,zouk higher
zouk,mfcc_11_mean,—,-3.51,-2.597,1.0,No,highlife higher
zouk,mfcc_11_mean,—,-3.51,-3.138,1.0,No,juju higher
zouk,mfcc_11_mean,—,-3.51,-4.63,1.0,No,zouk higher
zouk,mfcc_11_mean,—,-3.51,-2.685,1.0,No,afrobeats higher
zouk,chroma_C,—,0.525,0.498,1.0,No,zouk higher
zouk,chroma_C,—,0.525,0.558,1.0,No,juju higher
zouk,chroma_C,—,0.525,0.479,1.0,No,zouk higher
